项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,69658.36元/平方米(按建筑面积计)楼层,33,房号,3301,用途,住宅,,建筑面积86.58平方米,户内面积,67.63平方米,分摊面积,18.95平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,70610.41元/平方米(按建筑面积计)楼层,33,房号,3302,用途,住宅,,建筑面积79.02平方米,户内面积,61.73平方米,分摊面积,17.29平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,68511.78元/平方米(按建筑面积计)楼层,33,房号,3303,用途,住宅,,建筑面积85.14平方米,户内面积,66.5平方米,分摊面积,18.64平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,69392.6元/平方米(按建筑面积计)楼层,33,房号,3304,用途,住宅,,建筑面积85.14平方米,户内面积,66.5平方米,分摊面积,18.64平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,70587.12元/平方米(按建筑面积计)楼层,33,房号,3305,用途,住宅,,建筑面积79.02平方米,户内面积,61.72平方米,分摊面积,17.3平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,68941.92元/平方米(按建筑面积计)楼层,33,房号,3306,用途,住宅,,建筑面积86.58平方米,户内面积,67.63平方米,分摊面积,18.95平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,70268.36元/平方米(按建筑面积计)楼层,32,房号,3201,用途,住宅,,建筑面积86.58平方米,户内面积,67.63平方米,分摊面积,18.95平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,71220.41元/平方米(按建筑面积计)楼层,32,房号,3202,用途,住宅,,建筑面积79.02平方米,户内面积,61.73平方米,分摊面积,17.29平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,69121.78元/平方米(按建筑面积计)楼层,32,房号,3203,用途,住宅,,建筑面积85.14平方米,户内面积,66.5平方米,分摊面积,18.64平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,70002.6元/平方米(按建筑面积计)楼层,32,房号,3204,用途,住宅,,建筑面积85.14平方米,户内面积,66.5平方米,分摊面积,18.64平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,71197.12元/平方米(按建筑面积计)楼层,32,房号,3205,用途,住宅,,建筑面积79.02平方米,户内面积,61.72平方米,分摊面积,17.3平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,69551.92元/平方米(按建筑面积计)楼层,32,房号,3206,用途,住宅,,建筑面积86.58平方米,户内面积,67.63平方米,分摊面积,18.95平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,70178.36元/平方米(按建筑面积计)楼层,31,房号,3101,用途,住宅,,建筑面积86.58平方米,户内面积,67.63平方米,分摊面积,18.95平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,71130.41元/平方米(按建筑面积计)楼层,31,房号,3102,用途,住宅,,建筑面积79.02平方米,户内面积,61.73平方米,分摊面积,17.29平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,69031.78元/平方米(按建筑面积计)楼层,31,房号,3103,用途,住宅,,建筑面积85.14平方米,户内面积,66.5平方米,分摊面积,18.64平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,69912.6元/平方米(按建筑面积计)楼层,31,房号,3104,用途,住宅,,建筑面积85.14平方米,户内面积,66.5平方米,分摊面积,18.64平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,71107.12元/平方米(按建筑面积计)楼层,31,房号,3105,用途,住宅,,建筑面积79.02平方米,户内面积,61.72平方米,分摊面积,17.3平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,69461.92元/平方米(按建筑面积计)楼层,31,房号,3106,用途,住宅,,建筑面积86.58平方米,户内面积,67.63平方米,分摊面积,18.95平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,70088.36元/平方米(按建筑面积计)楼层,30,房号,3001,用途,住宅,,建筑面积86.58平方米,户内面积,67.63平方米,分摊面积,18.95平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,71040.41元/平方米(按建筑面积计)楼层,30,房号,3002,用途,住宅,,建筑面积79.02平方米,户内面积,61.73平方米,分摊面积,17.29平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,68941.78元/平方米(按建筑面积计)楼层,30,房号,3003,用途,住宅,,建筑面积85.14平方米,户内面积,66.5平方米,分摊面积,18.64平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,69822.6元/平方米(按建筑面积计)楼层,30,房号,3004,用途,住宅,,建筑面积85.14平方米,户内面积,66.5平方米,分摊面积,18.64平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,71017.12元/平方米(按建筑面积计)楼层,30,房号,3005,用途,住宅,,建筑面积79.02平方米,户内面积,61.72平方米,分摊面积,17.3平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,万福花园1栋,座号,B座,合同号,--,拟售价格,69371.92元/平方米(按建筑面积计)楼层,30,房号,3006,用途,住宅,,建筑面积86.58平方米,户内面积,67.63平方米,分摊面积,18.95平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
