项目楼栋情况,融湖盛世花园3栋,座号,C座,合同号,--,拟售价格,42872元/平方米(按建筑面积计)楼层,32,房号,3204,用途,住宅,,建筑面积89.97平方米,户内面积,72.7平方米,分摊面积,17.27平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,融湖盛世花园3栋,座号,C座,合同号,--,拟售价格,42865元/平方米(按建筑面积计)楼层,31,房号,3104,用途,住宅,,建筑面积89.97平方米,户内面积,72.7平方米,分摊面积,17.27平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,融湖盛世花园3栋,座号,C座,合同号,--,拟售价格,42857元/平方米(按建筑面积计)楼层,30,房号,3004,用途,住宅,,建筑面积89.97平方米,户内面积,72.7平方米,分摊面积,17.27平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,融湖盛世花园3栋,座号,C座,合同号,--,拟售价格,42849元/平方米(按建筑面积计)楼层,29,房号,2904,用途,住宅,,建筑面积89.97平方米,户内面积,72.7平方米,分摊面积,17.27平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,融湖盛世花园3栋,座号,C座,合同号,--,拟售价格,42842元/平方米(按建筑面积计)楼层,28,房号,2804,用途,住宅,,建筑面积89.97平方米,户内面积,72.7平方米,分摊面积,17.27平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,融湖盛世花园3栋,座号,C座,合同号,--,拟售价格,42819元/平方米(按建筑面积计)楼层,25,房号,2504,用途,住宅,,建筑面积89.97平方米,户内面积,72.7平方米,分摊面积,17.27平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,融湖盛世花园3栋,座号,C座,合同号,--,拟售价格,42811元/平方米(按建筑面积计)楼层,24,房号,2404,用途,住宅,,建筑面积89.97平方米,户内面积,72.7平方米,分摊面积,17.27平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,融湖盛世花园3栋,座号,C座,合同号,--,拟售价格,42811元/平方米(按建筑面积计)楼层,23,房号,2304,用途,住宅,,建筑面积89.97平方米,户内面积,72.7平方米,分摊面积,17.27平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,融湖盛世花园3栋,座号,C座,合同号,--,拟售价格,42803元/平方米(按建筑面积计)楼层,22,房号,2204,用途,住宅,,建筑面积89.97平方米,户内面积,72.7平方米,分摊面积,17.27平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,融湖盛世花园3栋,座号,C座,合同号,--,拟售价格,42795元/平方米(按建筑面积计)楼层,21,房号,2104,用途,住宅,,建筑面积89.97平方米,户内面积,72.7平方米,分摊面积,17.27平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
