项目楼栋情况,山水华庭1栋,座号,--,合同号,--,拟售价格,49093.87元/平方米(按建筑面积计)楼层,23,房号,23B,用途,住宅,,建筑面积84.34平方米,户内面积,65.79平方米,分摊面积,18.55平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,山水华庭1栋,座号,--,合同号,--,拟售价格,48876.21元/平方米(按建筑面积计)楼层,23,房号,23C,用途,住宅,,建筑面积84.34平方米,户内面积,65.79平方米,分摊面积,18.55平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,山水华庭1栋,座号,--,合同号,--,拟售价格,--元/平方米(按建筑面积计)楼层,23,房号,23D,用途,住宅,,建筑面积66.26平方米,户内面积,51.69平方米,分摊面积,14.57平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,山水华庭1栋,座号,--,合同号,--,拟售价格,--元/平方米(按建筑面积计)楼层,23,房号,23E,用途,住宅,,建筑面积66.26平方米,户内面积,51.69平方米,分摊面积,14.57平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,山水华庭1栋,座号,--,合同号,--,拟售价格,48960.04元/平方米(按建筑面积计)楼层,22,房号,22A,用途,住宅,,建筑面积103.61平方米,户内面积,80.8平方米,分摊面积,22.81平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,山水华庭1栋,座号,--,合同号,深(龙华)网预买字(2021)1900号,拟售价格,--元/平方米(按建筑面积计)楼层,22,房号,22B,用途,住宅,,建筑面积84.36平方米,户内面积,65.79平方米,分摊面积,18.57平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,山水华庭1栋,座号,--,合同号,--,拟售价格,48876.21元/平方米(按建筑面积计)楼层,22,房号,22C,用途,住宅,,建筑面积84.36平方米,户内面积,65.79平方米,分摊面积,18.57平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,山水华庭1栋,座号,--,合同号,深(龙华)网预买字(2021)5782号,拟售价格,--元/平方米(按建筑面积计)楼层,22,房号,22D,用途,住宅,,建筑面积66.28平方米,户内面积,51.69平方米,分摊面积,14.59平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,山水华庭1栋,座号,--,合同号,深(龙华)网预买字(2021)4086号,拟售价格,--元/平方米(按建筑面积计)楼层,22,房号,22E,用途,住宅,,建筑面积66.28平方米,户内面积,51.69平方米,分摊面积,14.59平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,山水华庭1栋,座号,--,合同号,--,拟售价格,48860.04元/平方米(按建筑面积计)楼层,21,房号,21A,用途,住宅,,建筑面积103.61平方米,户内面积,80.8平方米,分摊面积,22.81平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,山水华庭1栋,座号,--,合同号,--,拟售价格,--元/平方米(按建筑面积计)楼层,21,房号,21B,用途,住宅,,建筑面积84.36平方米,户内面积,65.79平方米,分摊面积,18.57平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
