项目楼栋情况,联发天境雅居1栋,座号,--,合同号,--,拟售价格,93533.52元/平方米(按建筑面积计)楼层,半地下商业半地下室01,房号,101,用途,商业,,建筑面积82.66平方米,户内面积,80.86平方米,分摊面积,1.8平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居1栋,座号,--,合同号,--,拟售价格,85030.56元/平方米(按建筑面积计)楼层,半地下商业半地下室01,房号,102,用途,商业,,建筑面积100.6平方米,户内面积,98.4平方米,分摊面积,2.2平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居1栋,座号,--,合同号,--,拟售价格,93533.53元/平方米(按建筑面积计)楼层,半地下商业半地下室01,房号,103,用途,商业,,建筑面积100.6平方米,户内面积,98.4平方米,分摊面积,2.2平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居1栋,座号,--,合同号,--,拟售价格,93533.53元/平方米(按建筑面积计)楼层,半地下商业半地下室01,房号,104,用途,商业,,建筑面积100.6平方米,户内面积,98.4平方米,分摊面积,2.2平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居1栋,座号,--,合同号,--,拟售价格,102036.51元/平方米(按建筑面积计)楼层,半地下商业半地下室01,房号,105,用途,商业,,建筑面积100.6平方米,户内面积,98.4平方米,分摊面积,2.2平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,102036.51元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,201,用途,商业,,建筑面积106.28平方米,户内面积,103.32平方米,分摊面积,2.96平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,93533.53元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,202,用途,商业,,建筑面积101.22平方米,户内面积,98.4平方米,分摊面积,2.82平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,93533.53元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,203,用途,商业,,建筑面积101.22平方米,户内面积,98.4平方米,分摊面积,2.82平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,93533.53元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,204,用途,商业,,建筑面积101.22平方米,户内面积,98.4平方米,分摊面积,2.82平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,123627.71元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,205,用途,商业,,建筑面积50.19平方米,户内面积,49.2平方米,分摊面积,.99平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,131354.39元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,206,用途,商业,,建筑面积50.19平方米,户内面积,49.2平方米,分摊面积,.99平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,131354.4元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,207,用途,商业,,建筑面积43.51平方米,户内面积,42.65平方米,分摊面积,.86平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,185441.19元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,208,用途,商业,,建筑面积28.33平方米,户内面积,27.77平方米,分摊面积,.56平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,200894.53元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,209,用途,商业,,建筑面积17平方米,户内面积,16.66平方米,分摊面积,.34平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,200894.55元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,210,用途,商业,,建筑面积18.73平方米,户内面积,18.36平方米,分摊面积,.37平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,189304.55元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,211,用途,商业,,建筑面积28.37平方米,户内面积,27.81平方米,分摊面积,.56平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,154534.45元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,212,用途,商业,,建筑面积42.93平方米,户内面积,42.08平方米,分摊面积,.85平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,联发天境雅居2栋,座号,--,合同号,--,拟售价格,108174.34元/平方米(按建筑面积计)楼层,半地下商业半地下01,房号,213,用途,商业,,建筑面积56.71平方米,户内面积,55.59平方米,分摊面积,1.12平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
