项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,50527.9元/平方米(按建筑面积计)楼层,24,房号,24A,用途,住宅,,建筑面积64.06平方米,户内面积,49.58平方米,分摊面积,14.48平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,49641元/平方米(按建筑面积计)楼层,24,房号,24B,用途,住宅,,建筑面积64.3平方米,户内面积,49.77平方米,分摊面积,14.53平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,49137.42元/平方米(按建筑面积计)楼层,24,房号,24C,用途,住宅,,建筑面积64.3平方米,户内面积,49.77平方米,分摊面积,14.53平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,47935.79元/平方米(按建筑面积计)楼层,24,房号,24D,用途,住宅,,建筑面积64.3平方米,户内面积,49.77平方米,分摊面积,14.53平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,47392.21元/平方米(按建筑面积计)楼层,24,房号,24E,用途,住宅,,建筑面积64.3平方米,户内面积,49.77平方米,分摊面积,14.53平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48845.63元/平方米(按建筑面积计)楼层,24,房号,24F,用途,住宅,,建筑面积64.3平方米,户内面积,49.77平方米,分摊面积,14.53平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48611.03元/平方米(按建筑面积计)楼层,24,房号,24G,用途,住宅,,建筑面积64.3平方米,户内面积,49.77平方米,分摊面积,14.53平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,49080.23元/平方米(按建筑面积计)楼层,24,房号,24H,用途,住宅,,建筑面积64.3平方米,户内面积,49.77平方米,分摊面积,14.53平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48828.44元/平方米(按建筑面积计)楼层,24,房号,24I,用途,住宅,,建筑面积64.3平方米,户内面积,49.77平方米,分摊面积,14.53平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,49185.52元/平方米(按建筑面积计)楼层,24,房号,24J,用途,住宅,,建筑面积64.17平方米,户内面积,49.67平方米,分摊面积,14.5平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,50242.59元/平方米(按建筑面积计)楼层,24,房号,24K,用途,住宅,,建筑面积88.61平方米,户内面积,68.57平方米,分摊面积,20.04平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48879.92元/平方米(按建筑面积计)楼层,24,房号,24L,用途,住宅,,建筑面积64.3平方米,户内面积,49.77平方米,分摊面积,14.53平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,49005.82元/平方米(按建筑面积计)楼层,24,房号,24M,用途,住宅,,建筑面积64.3平方米,户内面积,49.77平方米,分摊面积,14.53平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,49085.94元/平方米(按建筑面积计)楼层,24,房号,24N,用途,住宅,,建筑面积64.3平方米,户内面积,49.77平方米,分摊面积,14.53平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,55606.59元/平方米(按建筑面积计)楼层,24,房号,24O,用途,住宅,,建筑面积91.69平方米,户内面积,70.85平方米,分摊面积,20.84平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,50473.53元/平方米(按建筑面积计)楼层,22,房号,22A,用途,住宅,,建筑面积63.39平方米,户内面积,49.04平方米,分摊面积,14.35平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,49586.63元/平方米(按建筑面积计)楼层,22,房号,22B,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,49083.06元/平方米(按建筑面积计)楼层,22,房号,22C,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,47881.42元/平方米(按建筑面积计)楼层,22,房号,22D,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,47337.84元/平方米(按建筑面积计)楼层,22,房号,22E,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48791.26元/平方米(按建筑面积计)楼层,22,房号,22F,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48556.66元/平方米(按建筑面积计)楼层,22,房号,22G,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,49025.88元/平方米(按建筑面积计)楼层,22,房号,22H,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48774.08元/平方米(按建筑面积计)楼层,22,房号,22I,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,49131.17元/平方米(按建筑面积计)楼层,22,房号,22J,用途,住宅,,建筑面积63.5平方米,户内面积,49.13平方米,分摊面积,14.37平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,50188.23元/平方米(按建筑面积计)楼层,22,房号,22K,用途,住宅,,建筑面积87.87平方米,户内面积,67.97平方米,分摊面积,19.9平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,46651.27元/平方米(按建筑面积计)楼层,22,房号,22L,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,46777.15元/平方米(按建筑面积计)楼层,22,房号,22M,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,46857.27元/平方米(按建筑面积计)楼层,22,房号,22N,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,53377.91元/平方米(按建筑面积计)楼层,22,房号,22O,用途,住宅,,建筑面积91.69平方米,户内面积,70.85平方米,分摊面积,20.84平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,50310.46元/平方米(按建筑面积计)楼层,20,房号,20A,用途,住宅,,建筑面积63.39平方米,户内面积,49.04平方米,分摊面积,14.35平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,49423.56元/平方米(按建筑面积计)楼层,20,房号,20B,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48919.99元/平方米(按建筑面积计)楼层,20,房号,20C,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,47718.36元/平方米(按建筑面积计)楼层,20,房号,20D,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,47174.78元/平方米(按建筑面积计)楼层,20,房号,20E,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48628.19元/平方米(按建筑面积计)楼层,20,房号,20F,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48393.59元/平方米(按建筑面积计)楼层,20,房号,20G,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48862.8元/平方米(按建筑面积计)楼层,20,房号,20H,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48611.02元/平方米(按建筑面积计)楼层,20,房号,20I,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48968.09元/平方米(按建筑面积计)楼层,20,房号,20J,用途,住宅,,建筑面积63.5平方米,户内面积,49.13平方米,分摊面积,14.37平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,50025.16元/平方米(按建筑面积计)楼层,20,房号,20K,用途,住宅,,建筑面积87.87平方米,户内面积,67.97平方米,分摊面积,19.9平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,46488.18元/平方米(按建筑面积计)楼层,20,房号,20L,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,46614.08元/平方米(按建筑面积计)楼层,20,房号,20M,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,46694.2元/平方米(按建筑面积计)楼层,20,房号,20N,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,53214.84元/平方米(按建筑面积计)楼层,20,房号,20O,用途,住宅,,建筑面积91.69平方米,户内面积,70.85平方米,分摊面积,20.84平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,50147.39元/平方米(按建筑面积计)楼层,18,房号,18A,用途,住宅,,建筑面积63.39平方米,户内面积,49.04平方米,分摊面积,14.35平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,49260.49元/平方米(按建筑面积计)楼层,18,房号,18B,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,48756.92元/平方米(按建筑面积计)楼层,18,房号,18C,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,47555.29元/平方米(按建筑面积计)楼层,18,房号,18D,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,悦千山雅园悦千山雅园1栋,座号,1栋,合同号,--,拟售价格,47011.71元/平方米(按建筑面积计)楼层,18,房号,18E,用途,住宅,,建筑面积63.63平方米,户内面积,49.23平方米,分摊面积,14.4平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
