项目楼栋情况,天悦壹号玺苑1栋,座号,裙楼,合同号,--,拟售价格,50000元/平方米(按建筑面积计)楼层,03层,房号,01,用途,商铺,,建筑面积116.31平方米,户内面积,94.56平方米,分摊面积,21.75平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,裙楼,合同号,--,拟售价格,75000元/平方米(按建筑面积计)楼层,02层,房号,01,用途,商铺,,建筑面积40.01平方米,户内面积,32.51平方米,分摊面积,7.5平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,裙楼,合同号,--,拟售价格,150000元/平方米(按建筑面积计)楼层,01层,房号,01,用途,商铺,,建筑面积247.7平方米,户内面积,201.87平方米,分摊面积,45.83平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,87596元/平方米(按建筑面积计)楼层,19层,房号,1901,用途,住宅,,建筑面积120.97平方米,户内面积,88.19平方米,分摊面积,32.78平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,83839元/平方米(按建筑面积计)楼层,19层,房号,1902,用途,住宅,,建筑面积116.62平方米,户内面积,85.01平方米,分摊面积,31.61平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,88687元/平方米(按建筑面积计)楼层,19层,房号,1903,用途,住宅,,建筑面积120.96平方米,户内面积,88.18平方米,分摊面积,32.78平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,88232元/平方米(按建筑面积计)楼层,19层,房号,1905,用途,住宅,,建筑面积120.57平方米,户内面积,87.9平方米,分摊面积,32.67平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,89396元/平方米(按建筑面积计)楼层,29层,房号,2901,用途,住宅,,建筑面积120.97平方米,户内面积,88.19平方米,分摊面积,32.78平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,85639元/平方米(按建筑面积计)楼层,29层,房号,2902,用途,住宅,,建筑面积116.62平方米,户内面积,85.01平方米,分摊面积,31.61平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,90487元/平方米(按建筑面积计)楼层,29层,房号,2903,用途,住宅,,建筑面积120.96平方米,户内面积,88.18平方米,分摊面积,32.78平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,90032元/平方米(按建筑面积计)楼层,29层,房号,2905,用途,住宅,,建筑面积120.57平方米,户内面积,87.9平方米,分摊面积,32.67平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,90396元/平方米(按建筑面积计)楼层,39层,房号,3901,用途,住宅,,建筑面积120.97平方米,户内面积,88.19平方米,分摊面积,32.78平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,86639元/平方米(按建筑面积计)楼层,39层,房号,3902,用途,住宅,,建筑面积116.55平方米,户内面积,84.96平方米,分摊面积,31.59平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,91487元/平方米(按建筑面积计)楼层,39层,房号,3903,用途,住宅,,建筑面积120.96平方米,户内面积,88.18平方米,分摊面积,32.78平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,91032元/平方米(按建筑面积计)楼层,39层,房号,3905,用途,住宅,,建筑面积120.51平方米,户内面积,87.85平方米,分摊面积,32.66平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,85796元/平方米(按建筑面积计)楼层,9层,房号,901,用途,住宅,,建筑面积120.97平方米,户内面积,88.19平方米,分摊面积,32.78平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,82039元/平方米(按建筑面积计)楼层,9层,房号,902,用途,住宅,,建筑面积116.62平方米,户内面积,85.01平方米,分摊面积,31.61平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,86887元/平方米(按建筑面积计)楼层,9层,房号,903,用途,住宅,,建筑面积120.96平方米,户内面积,88.18平方米,分摊面积,32.78平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,86432元/平方米(按建筑面积计)楼层,9层,房号,905,用途,住宅,,建筑面积120.57平方米,户内面积,87.9平方米,分摊面积,32.67平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
项目楼栋情况,天悦壹号玺苑1栋,座号,C,合同号,--,拟售价格,87396元/平方米(按建筑面积计)楼层,18层,房号,1801,用途,住宅,,建筑面积120.97平方米,户内面积,88.19平方米,分摊面积,32.78平方米,户内面积,--平方米,分摊面积--平方米,建筑面积,--平方米
